id;nombre;precio;numero_cajas;tipo;tamaño;color;descripcion;dimensiones;material;carga;frecuencia;potencia;tension
1781;TROFAST;292000;1;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
1782;TROFAST;200000;1;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1783;AGAM;156000;1;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
1784;SUNDVIK;112000;3;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1785;PÅHL;316000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1786;TROFAST;280000;4;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1787;SUNDVIK;876000;2;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1788;TROFAST;12000;4;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1789;FLISAT;359200;4;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1790;LANGUR;276000;3;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1791;TROFAST;24000;2;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1792;BUSUNGE;516000;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1793;VIMUND;239200;1;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1794;SUNDVIK;100000;4;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1795;BUSUNGE;516000;4;dormitorio;Pequeño;Rojo;Sin descripcion;;;;;;
1796;TROFAST;380000;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
1797;STUVA / FRITIDS;664000;4;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1798;TROFAST;8000;1;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
1799;TROFAST;20000;5;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1800;LANGUR;28000;2;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1801;UTTER;20000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1802;YPPERLIG;532000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1803;ÖRFJÄLL;156000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1804;STUVA / FRITIDS;980000;1;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1805;PÅHL;360000;4;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1806;BUSUNGE;316000;2;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1807;TROFAST;12000;2;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
1808;TROFAST;4000;1;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
1809;STUVA / FRITIDS;300000;5;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1810;SUNDVIK;876000;3;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1811;TROFAST;44000;5;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
1812;TROFAST;220000;2;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1813;STUVA / FRITIDS;332000;5;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
1814;PÅHL;236000;3;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1815;PÅHL;260000;4;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
1816;JULES;204000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1817;TROFAST;308000;4;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
1818;STUVA;140000;5;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1819;BUNSÖ;55200;1;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1820;STUVA / FRITIDS;540000;4;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1821;STUVA / FRITIDS;436000;5;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
1822;LANGUR;320000;2;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
1823;TROFAST;120000;4;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
1824;TROFAST;192000;3;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1825;POÄNG;36000;5;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1826;TROFAST;132000;5;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1827;TROFAST;208000;5;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
1828;POÄNG;107200;3;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1829;PÅHL;336000;2;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1830;PÅHL;340000;4;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1831;TROFAST;8000;5;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1832;SLÄKT;236000;1;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
1833;INGOLF;220000;5;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1834;TROFAST;4000;5;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1835;TROFAST;256000;1;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1836;TROFAST;156000;3;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1837;AGAM;156000;4;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
1838;TROFAST;316000;2;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
1839;TROFAST;8000;5;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1840;TROFAST;160000;1;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1841;INGOLF;176000;5;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
1842;TROFAST;328000;4;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1843;YPPERLIG;156000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1844;STUVA / FRITIDS;584000;5;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
1845;URBAN;180000;1;dormitorio;Grande;Verde;Sin descripcion;;;;;;
1846;TROFAST;140000;4;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
1847;LANGUR;188000;4;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1848;TROFAST;12000;2;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1849;TROFAST;12000;3;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1850;YPPERLIG;220000;5;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1851;SMÅGÖRA;476000;3;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1852;SMÅGÖRA;396000;5;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
1853;SMÅGÖRA;296000;4;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1854;SMÅGÖRA;220000;5;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
1855;SMÅGÖRA;372000;3;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1856;SNIGLAR;236000;2;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1857;ANTILOP;88000;5;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1858;VÄDRA;76000;3;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
1859;SOLGUL;316000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1860;SUNDVIK;556000;3;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1861;GODISHUS;316000;5;dormitorio;Grande;Verde;Sin descripcion;;;;;;
1862;VÄDRA;24000;5;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1863;ÖNSKLIG;47200;2;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
1864;ANTILOP;12800;4;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1865;SNIGLAR;116000;1;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1866;TROFAST;292000;4;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1867;STUVA / FRITIDS;796000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1868;GULLIVER;476000;3;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1869;ANTILOP;68000;1;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
1870;LEN;71200;5;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1871;STUVA / FRITIDS;648000;4;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1872;SUNDVIK;876000;2;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1873;STUVA / FRITIDS;664000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1874;GONATT;876000;3;dormitorio;Grande;Violeta;Uno de los productos mas vendidos;;;;;;
1875;LANGUR;40000;3;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1876;BUSUNGE;516000;2;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1877;SUNDVIK;556000;1;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1878;GULLIVER;636000;4;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1879;STUVA / FRITIDS;1236000;1;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1880;GODISHUS;236000;3;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1881;STUVA / FRITIDS;340000;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1882;SKÖTSAM;20000;4;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
1883;TROFAST;124000;1;dormitorio;Mediano;Violeta;Uno de los productos mas vendidos;;;;;;
1884;SUNDVIK;796000;5;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
1885;ANTILOP;16000;3;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
1886;ANTILOP;16000;4;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1887;TROFAST;156000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1888;TROFAST;200000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1889;STUVA / FRITIDS;316000;1;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
1890;SUNDVIK;876000;5;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1891;STUVA / FÖLJA;660000;3;dormitorio;Mediano;Verde;Sin descripcion;;;;;;
1892;BUSUNGE;516000;1;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1893;STUVA / FRITIDS;980000;2;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1894;TROFAST;44000;4;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
1895;TROFAST;196000;1;dormitorio;Grande;Verde;Sin descripcion;;;;;;
1896;STUVA / FRITIDS;796000;5;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1897;TROFAST;220000;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1898;TROFAST;316000;2;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1899;TROFAST;380000;5;dormitorio;Grande;Verde;Sin descripcion;;;;;;
1900;TROFAST;4000;4;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
1901;SMÅGÖRA;76000;4;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
1902;TROFAST;280000;3;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1903;LANGUR;320000;4;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1904;STUVA / FRITIDS;584000;3;dormitorio;Grande;Azul;Uno de los productos mas vendidos;;;;;;
1905;STUVA / FRITIDS;796000;5;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
1906;STUVA;436000;4;dormitorio;Pequeño;Rojo;Uno de los productos mas vendidos;;;;;;
1907;BLÅMES;300000;3;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
1908;SUNDVIK;636800;5;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1909;TROFAST;24000;2;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
1910;TROFAST;100000;2;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
1911;TROFAST;8000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1912;ANTILOP;20000;2;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
1913;LANGUR;276000;5;dormitorio;Grande;Verde;Sin descripcion;;;;;;
1914;TROFAST;280000;2;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1915;LANGUR;88000;2;dormitorio;Grande;Verde;Uno de los productos mas vendidos;;;;;;
1916;STUVA / FRITIDS;796000;5;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1917;TROFAST;292000;3;dormitorio;Mediano;Amarillo;Uno de los productos mas vendidos;;;;;;
1918;TROFAST;4000;1;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1919;TROFAST;308000;5;dormitorio;Grande;Amarillo;Uno de los productos mas vendidos;;;;;;
1920;TROFAST;328000;3;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1921;TROFAST;8000;4;dormitorio;Pequeño;Amarillo;Sin descripcion;;;;;;
1922;TROFAST;316000;5;dormitorio;Mediano;Violeta;Sin descripcion;;;;;;
1923;STUVA / FRITIDS;300000;5;dormitorio;Mediano;Amarillo;Sin descripcion;;;;;;
1924;TROFAST;160000;2;dormitorio;Mediano;Rojo;Sin descripcion;;;;;;
1925;TROFAST;140000;1;dormitorio;Pequeño;Azul;Uno de los productos mas vendidos;;;;;;
1926;GONATT;876000;4;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1927;BUSUNGE;316000;3;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1928;BUSUNGE;316000;1;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1929;TROFAST;12000;5;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1930;TROFAST;156000;3;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1931;TROFAST;192000;4;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1932;STUVA / FRITIDS;436000;4;dormitorio;Pequeño;Violeta;Uno de los productos mas vendidos;;;;;;
1933;STUVA / FRITIDS;540000;4;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1934;TROFAST;208000;2;dormitorio;Pequeño;Verde;Sin descripcion;;;;;;
1935;LANGUR;44000;5;dormitorio;Pequeño;Azul;Sin descripcion;;;;;;
1936;TROFAST;156000;5;dormitorio;Mediano;Azul;Uno de los productos mas vendidos;;;;;;
1937;TROFAST;220000;4;dormitorio;Pequeño;Violeta;Sin descripcion;;;;;;
1938;TROFAST;120000;1;dormitorio;Mediano;Rojo;Uno de los productos mas vendidos;;;;;;
1939;TROFAST;256000;1;dormitorio;Pequeño;Amarillo;Uno de los productos mas vendidos;;;;;;
1940;TROFAST;20000;1;dormitorio;Grande;Rojo;Uno de los productos mas vendidos;;;;;;
1941;STUVA / FRITIDS;332000;1;dormitorio;Pequeño;Verde;Uno de los productos mas vendidos;;;;;;
1942;STUVA / FÖLJA;788000;5;dormitorio;Grande;Violeta;Sin descripcion;;;;;;
1943;TROFAST;132000;3;dormitorio;Mediano;Azul;Sin descripcion;;;;;;
1944;TROFAST;12000;1;dormitorio;Grande;Rojo;Sin descripcion;;;;;;
1945;TROFAST;12000;4;dormitorio;Grande;Amarillo;Sin descripcion;;;;;;
1946;TROFAST;8000;3;dormitorio;Mediano;Verde;Uno de los productos mas vendidos;;;;;;
1947;TROFAST;12000;1;dormitorio;Grande;Azul;Sin descripcion;;;;;;
1948;TÄRNÖ;159200;3;living;;;;2x7x3;Organico;4.0;;;
1949;GÅRÖ / FREDÖN;451200;2;living;;;;2x8x2;Organico;48.0;;;
1950;FALHOLMEN;1144800;4;living;;;;10x6x10;Organico;42.0;;;
1951;ÄPPLARÖ;164000;5;living;;;;6x7x5;Plastico;44.0;;;
1952;ÄPPLARÖ;356000;4;living;;;;2x4x5;Reciclado;17.0;;;
1953;MASTHOLMEN;787200;4;living;;;;6x3x10;Madera;8.0;;;
1954;ÄPPLARÖ;2753600;1;living;;;;10x8x7;Reciclado;43.0;;;
1955;TOSTERÖ;140000;2;living;;;;8x4x3;Madera;10.0;;;
1956;ÄPPLARÖ;307200;5;living;;;;4x1x7;Madera;41.0;;;
1957;BROMMÖ;164000;5;living;;;;8x4x6;Madera;48.0;;;
1958;ÄPPLARÖ;1428800;4;living;;;;5x6x7;Reciclado;10.0;;;
1959;FREDÖN;180000;5;living;;;;3x1x5;Madera;27.0;;;
1960;RESÖ;164000;4;living;;;;2x3x4;Reciclado;1.0;;;
1961;ÄPPLARÖ;79200;1;living;;;;4x3x3;Organico;11.0;;;
1962;ÄPPLARÖ;2060800;4;living;;;;3x10x7;Organico;31.0;;;
1963;ÄPPLARÖ;672800;5;living;;;;5x10x7;Reciclado;13.0;;;
1964;TOSTERÖ;63200;2;living;;;;5x7x5;Madera;15.0;;;
1965;ÄPPLARÖ;2224800;1;living;;;;6x1x5;Madera;44.0;;;
1966;HAVSTEN;760000;2;living;;;;1x3x7;Organico;24.0;;;
1967;KROKHOLMEN;140000;5;living;;;;7x1x7;Reciclado;11.0;;;
1968;ÄPPLARÖ;204000;4;living;;;;2x8x7;Reciclado;10.0;;;
1969;FALHOLMEN;124000;2;living;;;;5x2x10;Organico;28.0;;;
1970;ÄPPLARÖ;204000;1;living;;;;1x7x10;Plastico;34.0;;;
1971;SOLLERÖN;3826400;4;living;;;;7x8x3;Reciclado;35.0;;;
1972;ÄPPLARÖ;415200;3;living;;;;8x3x2;Organico;8.0;;;
1973;VÄDDÖ;381600;2;living;;;;1x9x10;Reciclado;18.0;;;
1974;HÅLLÖ;196000;4;living;;;;2x9x2;Reciclado;30.0;;;
1975;SJÄLLAND;144000;3;living;;;;10x4x6;Organico;33.0;;;
1976;MASTHOLMEN;372000;1;living;;;;10x1x1;Reciclado;14.0;;;
1977;ASKHOLMEN;372000;4;living;;;;9x8x8;Madera;14.0;;;
1978;ASKHOLMEN;616800;3;living;;;;1x7x6;Plastico;37.0;;;
1979;STACKHOLMEN;100000;4;living;;;;8x10x6;Reciclado;13.0;;;
1980;ÄPPLARÖ;220000;4;living;;;;1x9x9;Madera;45.0;;;
1981;ÄPPLARÖ;316000;2;living;;;;5x5x5;Plastico;43.0;;;
1982;HAVSTEN;3828000;1;living;;;;3x2x2;Madera;16.0;;;
1983;ÄPPLARÖ;1907200;2;living;;;;2x10x8;Madera;30.0;;;
1984;ÄPPLARÖ;540000;4;living;;;;5x1x8;Organico;6.0;;;
1985;TOSTERÖ;82400;3;living;;;;3x2x5;Organico;36.0;;;
1986;VÄDDÖ;208800;3;living;;;;2x6x8;Madera;8.0;;;
1987;ÄPPLARÖ;596000;3;living;;;;9x9x7;Reciclado;29.0;;;
1988;ÄPPLARÖ;1568800;1;living;;;;4x6x10;Madera;21.0;;;
1989;TÄRNÖ;71200;1;living;;;;6x10x3;Reciclado;15.0;;;
1990;ASKHOLMEN;204000;5;living;;;;7x3x10;Madera;21.0;;;
1991;SKARPÖ;143200;2;living;;;;10x9x9;Reciclado;5.0;;;
1992;MASTHOLMEN;204000;1;living;;;;2x9x6;Reciclado;50.0;;;
1993;BENÖ;7200;4;living;;;;9x6x8;Plastico;4.0;;;
1994;TÄRNÖ;44000;2;living;;;;2x1x7;Reciclado;43.0;;;
1995;SOLLERÖN;316000;2;living;;;;7x1x2;Madera;50.0;;;
1996;ÄPPLARÖ;3316000;3;living;;;;3x2x8;Plastico;10.0;;;
1997;ÄPPLARÖ;164000;5;living;;;;3x1x9;Organico;16.0;;;
1998;ÄPPLARÖ;2372000;5;living;;;;8x7x6;Plastico;8.0;;;
1999;ÄPPLARÖ;1627200;2;living;;;;8x1x9;Plastico;42.0;;;
2000;MASTHOLMEN;1692000;3;living;;;;9x1x6;Madera;7.0;;;
2001;ÄPPLARÖ;2300000;4;living;;;;5x9x7;Plastico;14.0;;;
2002;KUDDARNA;36000;4;living;;;;7x2x7;Madera;28.0;;;
2003;VÄDDÖ;28320;4;living;;;;8x5x6;Organico;18.0;;;
2004;INNAMO;85920;5;living;;;;3x10x3;Plastico;38.0;;;
2005;ÄPPLARÖ;247200;2;living;;;;1x7x4;Reciclado;23.0;;;
2006;TOSTERÖ;60000;1;living;;;;2x1x5;Reciclado;45.0;;;
2007;ASKHOLMEN;373600;5;living;;;;6x10x2;Reciclado;15.0;;;
2008;VÄDDÖ;88800;1;living;;;;8x8x8;Organico;41.0;;;
2009;LÄCKÖ;394400;2;living;;;;3x4x6;Organico;20.0;;;
2010;ÄPPLARÖ;1270400;5;living;;;;6x1x8;Organico;39.0;;;
2011;TOSTERÖ;82400;2;living;;;;1x3x3;Madera;10.0;;;
2012;KUDDARNA;76000;5;living;;;;6x6x8;Organico;26.0;;;
2013;SJÄLLAND;779200;1;living;;;;1x6x1;Organico;11.0;;;
2014;BUSSAN;420000;4;living;;;;5x3x9;Plastico;11.0;;;
2015;ÄPPLARÖ;596000;2;living;;;;1x5x9;Plastico;34.0;;;
2016;GÅRÖ;271200;1;living;;;;1x5x10;Organico;18.0;;;
2017;HAVSTEN;2380000;2;living;;;;1x4x4;Reciclado;12.0;;;
2018;KUNGSHOLMEN;2234240;2;living;;;;2x8x3;Madera;19.0;;;
2019;ASKHOLMEN;119200;1;living;;;;7x3x3;Organico;24.0;;;
2020;FEJAN;47200;5;living;;;;4x4x1;Plastico;33.0;;;
2021;ÄPPLARÖ;433600;2;living;;;;1x7x5;Plastico;8.0;;;
2022;FRÖSÖN;31200;4;living;;;;6x10x7;Plastico;27.0;;;
2023;SOLLERÖN;276000;1;living;;;;5x7x2;Reciclado;36.0;;;
2024;FANBYN;236000;4;living;;;;10x6x7;Plastico;32.0;;;
2025;UTTER;36000;2;living;;;;4x6x1;Reciclado;22.0;;;
2026;ÄPPLARÖ;140000;5;living;;;;5x7x8;Plastico;43.0;;;
2027;IKEA PS VÅGÖ;111200;2;living;;;;3x1x3;Reciclado;50.0;;;
2028;ASKHOLMEN;124000;2;living;;;;9x8x6;Madera;50.0;;;
2029;PRÄSTHOLM;556000;1;living;;;;7x1x5;Madera;5.0;;;
2030;SOLLERÖN;2996800;3;living;;;;4x8x9;Reciclado;35.0;;;
2031;KUDDARNA;60000;2;living;;;;6x2x2;Plastico;5.0;;;
2032;YTTERÖN;31200;3;living;;;;6x1x8;Organico;20.0;;;
2033;FALHOLMEN;332000;5;living;;;;3x9x6;Organico;30.0;;;
2034;LÄCKÖ;119200;3;living;;;;10x6x2;Plastico;35.0;;;
2035;KUNGSHOLMEN;249119;3;living;;;;8x9x10;Organico;22.0;;;
2036;SJÄLLAND;2628800;2;living;;;;2x9x1;Plastico;12.0;;;
2037;MAMMUT;47200;4;living;;;;4x10x2;Reciclado;46.0;;;
2038;FANBYN;220000;4;living;;;;3x6x1;Reciclado;19.0;;;
2039;KUDDARNA;76000;3;living;;;;9x6x7;Organico;46.0;;;
2040;TOSTERÖ;82400;3;living;;;;1x2x5;Madera;24.0;;;
2041;SJÄLLAND;252800;3;living;;;;6x10x5;Reciclado;16.0;;;
2042;HUSARÖ;196000;3;living;;;;2x1x9;Organico;7.0;;;
2043;LÄCKÖ;156000;1;living;;;;3x5x2;Plastico;23.0;;;
2044;SOLLERÖN;4115200;3;living;;;;10x10x10;Reciclado;4.0;;;
2045;SOLLERÖN;2564800;3;living;;;;10x8x1;Reciclado;45.0;;;
2046;MAMMUT;23200;5;living;;;;6x9x4;Reciclado;26.0;;;
2047;VÄDDÖ;141600;4;living;;;;4x7x10;Reciclado;34.0;;;
2048;FRÖSÖN;13919;1;living;;;;3x6x7;Reciclado;27.0;;;
2049;SJÄLLAND;1756800;3;living;;;;1x6x2;Reciclado;28.0;;;
2050;SVANÖ;396000;5;living;;;;6x1x7;Reciclado;19.0;;;
2051;ÄPPLARÖ;1156000;2;living;;;;4x7x5;Organico;15.0;;;
2052;TORHOLMEN;628000;3;living;;;;2x5x3;Plastico;15.0;;;
2053;ÄPPLARÖ;340000;4;living;;;;1x5x3;Organico;11.0;;;
2054;KROKHOLMEN;140000;3;living;;;;6x5x10;Madera;13.0;;;
2055;SOLLERÖN;415200;3;living;;;;3x2x8;Madera;44.0;;;
2056;SOLLERÖN;3024800;4;living;;;;5x8x8;Madera;41.0;;;
2057;VÄDDÖ;60000;2;living;;;;10x7x1;Organico;45.0;;;
2058;HÅLLÖ;39200;2;living;;;;5x5x10;Plastico;16.0;;;
2059;FRÖSÖN;52000;2;living;;;;2x3x6;Plastico;23.0;;;
2060;SJÄLLAND;1381600;4;living;;;;3x3x3;Organico;19.0;;;
2061;MAMMUT;47200;1;living;;;;9x1x8;Organico;31.0;;;
2062;HAVSTEN;1736000;2;living;;;;2x10x1;Plastico;23.0;;;
2063;BRUSEN;828800;3;living;;;;5x8x8;Madera;15.0;;;
2064;FRÖSÖN/DUVHOLMEN;120000;2;living;;;;8x2x7;Madera;10.0;;;
2065;ÄPPLARÖ;1820000;3;living;;;;6x10x3;Plastico;26.0;;;
2066;ASKHOLMEN;103200;5;living;;;;9x7x2;Organico;4.0;;;
2067;YTTERÖN;21600;5;living;;;;7x6x8;Plastico;20.0;;;
2068;KUDDARNA;31200;5;living;;;;1x3x6;Plastico;21.0;;;
2069;YTTERÖN;79200;5;living;;;;9x8x3;Organico;17.0;;;
2070;STEGÖN;12960;4;living;;;;3x4x10;Organico;1.0;;;
2071;SJÄLLAND;1520000;1;living;;;;8x7x2;Organico;21.0;;;
2072;SJÄLLAND;508800;1;living;;;;9x1x5;Reciclado;35.0;;;
2073;ÄPPLARÖ;876000;3;living;;;;2x6x6;Reciclado;38.0;;;
2074;SOLLERÖN;1612800;2;living;;;;4x4x8;Organico;18.0;;;
2075;SJÄLLAND;2108800;1;living;;;;4x8x5;Reciclado;26.0;;;
2076;ASKHOLMEN;258400;1;living;;;;9x1x4;Madera;10.0;;;
2077;TRANARÖ;76000;3;living;;;;1x4x7;Reciclado;23.0;;;
2078;SJÄLLAND;272000;5;living;;;;7x5x8;Plastico;44.0;;;
2079;SALTHOLMEN;356000;3;living;;;;9x2x2;Reciclado;32.0;;;
2080;SALTHOLMEN;156000;3;living;;;;1x6x6;Organico;25.0;;;
2081;SOLLERÖN;990400;3;living;;;;4x4x5;Plastico;1.0;;;
2082;HAVSTEN;3256000;4;living;;;;6x5x10;Organico;26.0;;;
2083;SOLLERÖN;3910400;3;living;;;;5x7x5;Organico;29.0;;;
2084;SJÄLLAND;304000;3;living;;;;4x6x10;Reciclado;17.0;;;
2085;FRÖSÖN/DUVHOLMEN;23520;4;living;;;;9x3x1;Madera;45.0;;;
2086;SJÄLLAND;1343200;5;living;;;;10x6x3;Reciclado;10.0;;;
2087;KUNGSHOLMEN;1334400;3;living;;;;9x7x6;Organico;50.0;;;
2088;ÄPPLARÖ;1600000;1;living;;;;1x5x7;Reciclado;6.0;;;
2089;KUNGSHOLMEN;435520;5;living;;;;5x4x5;Madera;18.0;;;
2090;KUNGSHOLMEN;1728320;5;living;;;;3x10x9;Madera;25.0;;;
2091;UTTER;20000;2;living;;;;10x2x7;Reciclado;31.0;;;
2092;HUSARÖ;396000;2;living;;;;3x6x1;Organico;40.0;;;
